author,title,text
Мария Степанова,"Пока мы спали, мы бомбили Харьков","Пока мы спали, мы бомбили Харьков
Потом, чуть позже, чайник со свистком
И дачные стволы стволели солнцем
И створы лета отворя
Лобзания и слёзы и заря, заря
И Харьков чёрным дымом исходил
Пока мы ели, мы бомбили Львов
Потом входили
За старшими в наморщенную воду
В дыму шашлычном
Лязгали стрекозы
Потом запели хором мы про то, как берег
Покрылся сотнями пострелянных людей
Так шло, заваливаясь, будто утка,
В июле утро."
Юлия Фридман,"Мушкетеры, мама! Четверо мушкетеров,","Мушкетеры, мама! Четверо мушкетеров,
Не задевая выщерблин, выезжают на площадь!
У Портоса рукав блестящий, а плащ потертый,
У д'Артаньяна желтая лошадь,

Бледен, как смерть, Атос - наверное, ранен,
Думаю, что рука его холодна,
Арамис, ясный, как месяц, плывет дворами...
- Маленький, отойди от окна.

- Если я отойду, мама, то не увижу,
Как на лезвие белой птицей садится луч,
Как на мостовой вздрагивает булыжник,
Как взлетает шпага, похожая на иглу!
- Мальчик, здесь не Париж, отходи, пока цел,
Разобьется стекло, когда начнется обстрел,
Спрячемся в ванной, нет, лучше пойдем в подвал,
Ты еще мал и ни разу не умирал.

Мальчик, жалея маму, дает ей руку,
Задевает в низких проемах притолоку головой
(Мама очень спешит), удар его сносит в угол,
Голос сирены тусклый и неживой."
Юлия Фридман,"Стекло разбито, но осколки не долетели","Стекло разбито, но осколки не долетели,
Щебень и стеклянная крошка в постели,
Звуковая аппаратура разбита в хлам,
Мушкетеры смотрят и видят: кругом бедлам.

- Мор, — говорит всадник, белый, как полотно,
Как там мальчишка? - Подбрось в амбар хлеба,
Глад, — Улыбается Мор. - Не командуй, чай, не парад,
Говорит Война, заглядывая в окно."
Юлия Фридман,"Посмотри, что это здесь такое","Посмотри, что это здесь такое.
В сердце застряла игла, если вынуть - умрешь,
Хлюпает под ногами месиво городское,
Снег или просто дождь."
Юлия Фридман,Как мы могли быть счастливы,"Как мы могли быть счастливы,
Встанет перед травой и развернется лист,
Площадь гадливости, перекресток отчаяния,
Все четыре дороги вниз."
Юлия Фридман,"Ослепительна будет слива, бела и прозрачна вишня","Ослепительна будет слива, бела и прозрачна вишня,
Беззащитен внезапно-свежий зеленый цвет,
Только нас не нужно с тобою лишних:
Не бывало, бывало, нет."
Юлия Фридман,Тяжелы рельефы твои вчерашние,"Тяжелы рельефы твои вчерашние,
Горы еще растут, как ногти у мертвеца,
Но идет сквозь сердце, и кончик высовывается
От тупой иглы Останкинской телебашни,"
Юлия Фридман,Из-за нее-то ты меня и не слышишь.,"Из-за нее-то ты меня и не слышишь.
Если ее вынуть, то ты умрешь,
Рухнет небо - но нет, это всего лишь дождь,
Несокрушима, нежна и прозрачна вишня."
Юлия Фридман,"Ну, конечно, у нас международные отношения так себе,","Ну, конечно, у нас международные отношения так себе,
Зависть и ревность порой искажают лица,
Заслоняют небо наши мессершмитты и ястребы,
Десять живых русских завидуют одному мертвому украинцу."
Юлия Фридман,"Но я думаю о тебе и ныряю ниже отчаяния,","Но я думаю о тебе и ныряю ниже отчаяния,
Где опять высоко, и кровь расцветает рубином,
Прорастает пером, на воздушных потоках качает
Между тайных дорог, перелетных мостов воробьиных,"
